,Median Age,Population,White,Black,Asian,Hispanic,Poverty Count,Household Income,Per Capita Income,Zip Code,Review Count,Price,Average Rating
1008,40.1,34611,18777,922,12631,3226,1351,130888,53005,94588,10076,,4.215263994
1009,37.4,30593,11581,7747,7223,9323,5437,57316,22494,94589,3348,,4.192502987
1010,36.6,36807,17657,9028,4743,10723,9524,41530,22802,94590,4431,,4.091175807
1011,40.6,54493,20886,9292,16746,10391,5719,73897,31409,94591,3974,,4.208605939
1012,34.8,880,467,103,151,118,104,110648,40635,94592,4196,,4.122259295
1013,65.5,17675,15120,284,1476,712,984,62374,51310,94595,10873,,4.129403109
1014,39.9,20794,16069,292,2964,2285,1699,82869,54582,94596,10215,,4.13773862
1015,39.5,21923,16064,428,3761,1707,1998,93927,54806,94597,9162,,4.152750491
1016,47.7,27175,21537,254,3754,2285,972,125089,59283,94598,8728,,4.172891842
1017,63.6,3148,2704,71,153,337,170,72245,62151,94599,21373,,4.030435596
1018,32.7,50369,16610,8566,9113,26156,13674,41918,17800,94601,6539,,4.18282612
1019,40.9,29628,13751,5010,6056,4658,3373,72850,44353,94602,11641,,4.092861438
1020,30.9,33823,8129,11151,1890,17931,7796,44294,17519,94603,5065,,4.192201382
1021,38.8,43116,11201,20234,2805,10693,8608,62061,31144,94605,4269,,4.107402202
1022,35.5,37912,9996,7346,14510,7563,9513,43314,24237,94606,18345,,4.112510221
1023,34.6,26089,6994,8510,7275,3719,7693,35360,28905,94607,16643,,4.042660578
1024,36.3,28864,12473,8031,4103,4155,5019,61069,41789,94608,16293,,4.032529307
1025,35.2,22331,11512,5797,1898,3184,3513,67827,39975,94609,20683,,4.114030847
1026,38.9,31486,17987,5300,4645,3006,2309,83052,58348,94610,18557,,4.035512206
1027,44.2,37900,25958,2582,5594,2901,2822,115065,75877,94611,17489,,4.153353537
1028,39.3,15200,4956,4373,4101,1808,4283,35977,36452,94612,13545,,4.1089701
1029,42.5,16620,12137,910,2086,1295,773,139570,77535,94618,18318,,4.110328638
1030,39.7,24638,9606,6005,4909,4375,2496,79225,40063,94619,6754,,4.035534498
1031,28.5,33423,7245,9865,985,20115,11498,31027,12822,94621,6039,,4.118065905
1032,38.3,17720,9695,3220,2308,2137,2710,67280,39753,94702,22443,,4.186049102
1033,34.8,21234,12615,2884,2934,2689,3386,68842,40584,94703,18134,,4.232491453
1034,21.9,27006,13333,1501,9263,3130,9821,26173,20014,94704,20091,,4.156089791
1035,43.8,13215,10437,452,1523,1212,1341,105461,76601,94705,14906,,4.079062123
1036,35.8,20735,11327,834,5306,2554,2155,86043,44477,94706,10682,,4.303548025
1037,51,12173,9658,266,1429,692,631,140711,75943,94707,15047,,4.283511663
1038,51.9,11481,9376,218,1232,539,487,147837,87033,94708,21778,,4.200798971
1039,29.6,11854,7635,179,2882,1177,1998,63701,44271,94709,19968,,4.144781651
1040,35.5,7193,3893,1259,616,1508,1144,63080,38088,94710,16666,,4.077883115
1041,31.6,29923,12965,5008,2770,17662,7343,43393,19111,94801,4711,,4.134897049
1042,43.8,25283,13029,3422,5411,6522,2021,78759,38406,94803,3441,,4.12467306
1043,35.2,41681,14340,10964,5657,16533,7188,51276,24420,94804,4372,,4.188700823
1044,39.6,14850,7072,1930,2364,4600,1936,72009,32687,94805,3435,,4.08573508
1045,34.9,61452,28523,10191,10800,29381,10258,52698,22351,94806,3092,,4.17626132
1046,40.3,42212,27437,1154,2118,15160,6488,82231,47628,94901,7339,,4.316460008
1047,46.3,31219,23051,547,3194,4300,2349,92552,53881,94903,7170,,4.325174338
1048,48.8,12459,11071,264,484,917,773,111845,92879,94904,8119,,4.325101613
1049,50.2,12725,11506,56,482,831,463,155710,116117,94920,12052,,3.921672751
1050,31.7,565,315,0,0,260,166,42644,26276,94922,5530,,4.338065099
1051,64.4,737,721,0,0,25,48,106250,105935,94923,5139,,3.937439191
1052,53.6,1307,1177,0,37,83,176,66650,47795,94924,4194,,3.857892227
1053,44.6,9694,8311,89,543,964,362,125915,67253,94925,6506,,3.880264371
1054,32.7,43370,31769,993,2649,10119,6473,60344,27086,94928,3852,,4.193925234
1055,57.7,135,93,0,8,34,0,77857,49398,94929,4807,,4.182754317
1056,45.8,8763,8033,50,253,492,516,99338,57869,94930,3715,,4.065545087
1057,38.4,8436,6738,289,250,1358,779,64353,33309,94931,4066,,4.179906542
1058,44.9,658,605,8,0,127,26,76393,39316,94933,2629,,4.209585394
1059,57.3,785,693,0,14,158,29,54353,46933,94937,5401,,4.097296797
1060,44.1,840,774,0,0,10,78,103854,44198,94938,3674,,3.818454001
1061,48.7,7130,6329,114,354,362,235,99844,74207,94939,8039,,4.325538002
1062,45.8,31154,26680,384,2058,2103,1429,131703,87349,94941,10252,,4.007071791
1063,44.4,19095,14489,368,981,4268,1531,90685,45573,94945,4063,,4.081220773
1064,54.8,749,668,10,12,121,42,108750,75826,94946,6154,,4.094897628
1065,46.1,26180,20760,561,1652,4096,1343,88119,48196,94947,5924,,4.26806212
1066,45,16905,13155,321,1307,3147,2029,78568,55946,94949,7967,,4.225492657
1067,64.1,100,90,10,0,0,1,68846,42754,94950,3803,,3.719169077
1068,46.7,4464,3525,118,43,814,379,91333,47288,94951,1493,,4.229068989
1069,44,34938,28557,476,903,6460,3012,75628,41291,94952,7628,,4.456476141
1070,40.6,37943,29273,312,2133,8265,3055,83713,36188,94954,8730,,4.147651775
1071,52.1,1282,996,10,21,175,199,38021,50616,94956,4677,,3.905067351
1072,46.8,1314,1237,0,25,46,85,250001,122798,94957,3183,,4.15739868
1073,46.9,15789,14336,127,468,852,602,112045,68196,94960,3516,,4.158703072
1074,41.4,713,713,0,0,9,62,91806,50770,94963,681,,4.273861968
1075,34.7,3322,719,1011,92,1053,0,107167,5917,94964,8004,,4.176474263
1076,50.5,11227,8642,985,562,1401,1402,102415,78671,94965,10907,,3.960713303
1077,65.1,675,645,6,0,6,42,109412,70797,94970,1768,,3.514988688
1078,54.5,378,320,0,19,52,29,81842,64515,94971,5736,,4.297158298
1079,55.3,1542,1524,0,9,76,50,90824,66117,94973,3288,,4.158911192
1080,38.3,1727,822,64,289,967,204,74516,26665,95002,1620,,4.035493827
1081,47.3,25187,22702,311,693,3442,2391,90694,46517,95003,6089,,4.185909016
1082,39.6,3846,3412,0,105,1531,301,93056,37817,95004,1145,,4.041484716
1083,41.4,7116,6276,28,172,689,646,70833,35240,95005,2091,,3.959110473
1084,45.9,8649,7649,95,132,777,783,73963,42841,95006,3247,,4.265475824
1085,39,46507,30878,1490,8791,8042,3360,102556,50540,95008,9565,,4.074490329
1086,43,9375,7956,77,364,2119,1060,74146,42436,95010,6431,,4.088011196
1087,28.1,11080,7056,97,213,9782,2303,52132,14821,95012,4464,,3.836805556
1088,44.6,66,62,0,0,39,11,50521,25542,95013,2987,,3.901406093
1089,40.3,62632,17898,453,41729,2818,2819,141917,59008,95014,11630,,4.073086844
1090,48.5,627,527,0,27,181,51,67321,43188,95017,3028,,3.632265522
1091,45.8,6935,6308,56,176,517,381,81811,44348,95018,3390,,4.053834808
1092,34.2,6252,3891,30,162,5140,1405,34323,18913,95019,1441,,3.846634282
1093,34.2,61480,45732,999,3726,35806,7675,86261,31947,95020,4276,,4.183582788
1094,34.5,51045,42437,431,1406,30576,5106,76965,27811,95023,2380,,3.903151261
1095,48.9,13477,11359,125,1427,671,536,171688,100747,95030,11335,,4.184958094
1096,44.4,26027,20086,339,3974,1752,1342,124298,67422,95032,11854,,4.178083347
1097,47.9,10006,8880,19,415,370,554,139688,65190,95033,9711,,4.188446092
1098,36.7,73652,12857,1550,49676,11294,6120,103545,37027,95035,10963,,3.98417404
1099,39.9,48532,34427,1016,4554,16323,3997,100305,45873,95037,5421,,4.190924184
1100,38,1252,837,0,78,840,137,41944,18750,95039,3743,,3.804034197
1101,44.6,734,665,3,4,268,149,64167,30745,95043,3551,,4.245142213
1102,45.5,4475,3912,6,102,2351,708,53889,28238,95045,1547,,3.68907563
1103,45.8,6299,4557,127,453,2631,570,109353,42009,95046,4997,,4.224434661
1104,33.8,38482,21605,1602,9402,9582,5387,80324,39310,95050,12118,,4.069896022
1105,36,55634,22143,1958,25346,8608,2905,106527,46807,95051,19149,,4.006788866
1106,32.9,24718,7966,790,13993,2726,1399,132538,52587,95054,4231,,4.082604585
1107,35.2,47227,39220,659,2847,8431,11638,62145,38071,95060,6700,,3.973955224
1108,39.1,37365,31587,387,1012,9486,5955,63492,34712,95062,12268,,4.173744702
1109,19.5,9692,5237,174,2742,2717,343,40972,5342,95064,12358,,4.063926202
1110,43.3,8551,7037,119,251,2287,611,92336,46044,95065,10386,,4.163007895
1111,41.7,15642,13787,75,972,1562,805,108581,52910,95066,3241,,4.181579759
1112,48.6,31268,15552,213,14177,1147,1385,169986,79791,95070,7386,,4.180002708
1113,45.2,11407,9749,51,181,2059,1560,81392,39854,95073,8705,,4.147329121
1114,43.8,390,375,0,9,62,9,64444,36869,95075,3052,,3.994921363
1115,32.1,85678,57413,320,2505,60808,13774,58271,21816,95076,4141,,4.102149239
1116,31.1,19270,8032,560,2480,12016,3693,69623,33047,95110,10826,,4.062534639
1117,32.7,64247,26216,1797,22295,33173,10705,61630,20562,95111,6740,,3.842507418
1118,29.7,61583,23813,2919,15109,26472,11992,56495,28124,95112,10218,,4.065179096
1119,35.2,1332,664,206,420,134,377,96711,66952,95113,8144,,4.105599214
1120,32.6,55249,15980,1284,12923,36192,10474,51399,18868,95116,9957,,4.099929698
1121,34.6,30686,16682,1887,7097,9713,3873,71841,37198,95117,13656,,4.051662273
1122,38.9,31869,20913,958,4904,7412,2932,97513,44186,95118,8917,,4.148031849
1123,37.6,10617,6417,462,2179,3618,887,115588,37174,95119,3817,,3.982184962
1124,45.3,37784,22773,367,12372,2565,1067,161817,66071,95120,6059,,4.132282555
1125,38.2,38445,10457,1234,21253,11060,3631,88877,30013,95121,5816,,3.911881018
1126,32.1,58437,17329,1342,20078,34217,10225,62595,18499,95122,6945,,3.975089993
1127,37.2,66500,39049,2957,13565,19587,4164,97178,38950,95123,5742,,4.142459073
1128,39.7,49156,35479,422,8567,8879,2249,117627,50734,95124,10959,,4.118760836
1129,41.2,53896,36984,1420,7341,12914,4116,106995,59008,95125,12210,,4.045413595
1130,34.5,35330,19383,1694,5609,12103,4979,77734,46750,95126,11023,,4.049986392
1131,34.2,66282,20543,1436,15377,39045,7744,78362,26349,95127,9215,,4.146228974
1132,36.5,36807,20327,1782,5941,13707,4101,76894,41203,95128,11366,,4.107689601
1133,40.1,40325,11534,587,25534,2722,2245,119032,50565,95129,9623,,4.093681804
1134,38,14206,8254,236,4067,2620,788,98179,45886,95130,11850,,3.865696203
1135,36.7,30027,4618,380,21047,4474,2136,108246,42743,95131,13974,,4.099005296
1136,40.4,40414,8543,933,25481,6242,3267,99163,34987,95132,15053,,4.069720322
1137,37.2,27431,4988,374,16965,6634,4054,73141,28359,95133,14516,,4.08838523
1138,31.3,21010,6731,809,10515,3858,1535,126515,59630,95134,7057,,3.887771008
1139,45.7,21957,7840,385,12169,2844,1025,129923,50425,95135,4427,,4.043709058
1140,36.2,44386,23038,1646,13416,11750,3327,87774,40137,95136,10273,,4.036844155
1141,39.8,19503,6906,800,9937,3540,763,152284,60558,95138,4268,,4.131911903
1142,38.6,7085,4411,240,963,2338,281,120177,41688,95139,2330,,3.495064378
1143,38.6,48201,10105,1724,28346,12575,3357,113028,33620,95148,5386,,3.929725214
1144,33.3,6559,3281,1351,613,3058,3173,14758,11765,95202,3015,,4.260862355
1145,32.3,15489,8147,2129,1170,7997,5272,35719,17477,95203,2634,,4.238800304
1146,37.7,28124,17867,1357,2679,11906,5300,44306,23931,95204,3684,,4.17820304
1147,30.1,37362,18941,2713,3225,26373,12242,33269,12684,95205,2972,,4.299125168
1148,29.1,65151,26860,7781,12043,39201,18049,42328,14364,95206,2556,,4.299491393
1149,32.4,49632,22546,6281,7776,18096,11445,39219,20871,95207,2274,,4.274186456
1150,35,43362,19660,4906,10639,12305,6111,72461,26125,95209,1682,,4.273483948
1151,30.6,40718,14068,4978,14412,13783,11232,37689,15896,95210,2720,,4.188786765
1152,31.9,26094,8378,1561,9853,7290,2093,77928,24997,95212,3002,,4.199033977
1153,33.4,23635,15622,256,640,15056,5883,42991,18128,95215,2458,,4.28376729
1154,37.5,29506,15593,3139,6556,6563,3888,76582,41971,95219,1984,,4.316532258
1155,44.3,7371,5960,2,61,2336,677,61486,30755,95220,2273,,4.374395073
1156,51.7,4976,4765,0,21,612,839,48724,31337,95222,1876,,4.104211087
1157,57.4,2884,2793,0,28,166,197,53333,39655,95223,1562,,4.009923175
1158,64.7,228,219,0,0,0,66,19357,29113,95224,1856,,3.884428879
1159,46.9,609,337,0,29,67,164,56367,19121,95225,821,,4.09317905
1160,41,805,394,0,8,361,209,83900,30619,95227,417,,3.967625899
1161,46.1,4498,4322,12,76,448,436,71786,34065,95228,1195,,4.120920502
1162,42,869,506,0,0,514,166,47865,22633,95230,2331,,4.335049335
1163,30.8,4806,3094,443,243,2976,747,35833,11887,95231,1293,,3.902165507
1164,52.2,583,583,0,0,11,84,51875,26717,95233,2281,,4.008548882
1165,40.2,4196,3080,16,0,1854,336,67769,33377,95236,1606,,4.315068493
1166,39,3124,2554,0,148,996,628,52450,25729,95237,761,,4.393561104
1167,33.2,48065,30240,500,4128,20970,9782,43364,20596,95240,1805,,4.415235457
1168,42.6,25752,21316,200,1811,5691,2033,64899,33919,95242,1970,,4.269543147
1169,53,1958,1896,4,0,250,559,58125,31786,95245,1717,,4.34740827
1170,62,1071,976,0,0,59,111,37018,28627,95246,2366,,4.185967878
1171,56.1,4709,4540,25,0,608,516,45648,38634,95247,2697,,4.012977382
1172,65.1,127,103,0,0,0,14,28194,15976,95248,1256,,4.38455414
1173,44.5,4377,3574,83,104,308,542,40532,24323,95249,333,,4.214714715
1174,54.6,538,492,0,0,36,37,50278,25078,95251,2279,,4.017770952
1175,47.3,15068,13748,134,128,2151,1541,64918,28013,95252,1088,,4.149356618
1176,55.5,897,844,0,53,165,0,118966,52568,95254,1213,,4.302967848
1177,61.8,1655,1511,0,9,94,417,33531,20169,95255,1344,,4.321056548
1178,50.2,454,454,0,0,53,97,36548,22513,95257,1266,,4.067535545
1179,47.8,3882,3359,100,175,1134,381,75466,37323,95258,1498,,3.222963952
1180,32.1,38356,22528,1413,2275,19469,7917,51340,21354,95301,1583,,4.216361339
1181,38.8,678,499,11,18,310,190,38393,31510,95303,1781,,4.116226839
1182,38.1,15718,9932,1260,1558,4551,996,85890,27905,95304,3457,,4.393693954
1183,56,823,774,0,0,41,212,52188,37678,95306,2079,,4.034872535
1184,31.3,42844,28455,767,2458,24602,7237,50051,19319,95307,1842,,4.354505972
1185,53.4,2163,2077,0,0,99,152,41417,28829,95310,2798,,4.208899214
1186,61.5,1831,1709,20,9,262,215,45682,24771,95311,2871,,3.999651689
1187,38.5,290,248,0,0,135,77,41875,20733,95312,925,,4.227027027
1188,31.9,1077,957,0,0,469,168,42358,24753,95313,1227,,4.198859006
1189,30,13108,7307,380,165,9580,2530,48025,15985,95315,154,,3.613636364
1190,35,6416,5797,78,11,1732,1426,60233,26259,95316,1687,,4.15708358
1191,28.4,946,560,6,0,629,165,34643,27473,95317,1844,,4.373373102
1192,35.3,403,403,0,0,13,0,96696,42230,95318,3018,,3.874751491
1193,40.3,1593,1141,72,2,965,875,26503,12334,95319,240,,3.847916667
1194,37.3,12759,11321,0,112,3983,1631,61726,28421,95320,720,,4.077083333
1195,56.3,3263,3053,0,26,330,487,47165,32233,95321,3220,,4.024534161
1196,34.5,9025,7316,83,109,5801,2261,37578,22001,95322,2548,,3.867543171
1197,39.2,1083,904,0,19,352,128,51528,23338,95323,1026,,4.34502924
1198,38.5,7610,6320,0,24,1757,686,52541,26023,95324,1803,,4.216583472
1199,35,9948,8235,158,524,2398,1745,56037,28084,95326,519,,3.947976879
1200,40.8,7901,5649,688,91,1585,763,50833,20505,95327,2740,,4.145255474
1201,24.5,6013,4329,15,0,4436,1158,51048,12982,95328,366,,3.983606557
1202,48.4,2650,2301,16,14,349,188,57000,27976,95329,1408,,4.091619318
1203,32.9,20253,9494,1657,4734,8443,2570,66208,19949,95330,2712,,3.883665192
1204,33.3,2793,2026,29,16,2063,831,46146,18238,95333,1853,,4.268213708
1205,29.2,16366,6419,77,2959,11355,3057,55619,18297,95334,1045,,4.225837321
1206,34.7,47808,34033,1488,2125,19934,7059,59694,23483,95336,3053,,4.219128726
1207,34.9,34391,23200,1404,3885,12600,2799,72082,27153,95337,2576,,4.262810559
1208,51,10784,9488,110,95,969,1894,49207,25797,95338,2236,,3.959973166
1209,31.8,36541,22221,1460,3753,15445,8200,50334,23857,95340,1882,,4.21360255
1210,26.7,32787,13806,1494,3531,21591,12238,32957,12750,95341,2330,,4.171030043
1211,58.6,1888,1705,0,79,310,200,53310,28904,95346,1659,,4.032248342
1212,29.3,33555,17132,2398,4903,14419,7953,41741,20309,95348,1989,,4.241578683
1213,38.6,51441,37548,2014,2599,17383,10132,43876,23423,95350,3474,,4.203223949
1214,29.1,49243,32015,1005,3179,34392,15425,36548,13235,95351,3392,,4.255306604
1215,33.2,25485,19706,1146,1049,10200,6220,41558,20719,95354,3976,,4.132042254
1216,38.1,58872,44629,2870,4969,16503,6262,59403,27878,95355,3252,,4.156211562
1217,36,32827,22367,1251,3807,9521,4047,66286,32974,95356,3367,,4.181764182
1218,36,11717,8257,54,730,4542,2310,58582,23148,95357,2994,,4.268203073
1219,30.5,32758,21982,479,1390,19927,7722,51086,18952,95358,2682,,4.225577927
1220,33.1,12243,10538,235,210,8342,2219,48454,18081,95360,2918,,3.950651131
1221,38.3,33741,29985,329,712,8890,4586,57649,29164,95361,2340,,4.244017094
1222,31.1,26291,19437,1863,1031,15704,5043,54440,20166,95363,1108,,4.157942238
1223,28.5,4855,2878,26,28,4616,1581,35816,12883,95365,158,,4.183544304
1224,38.3,17118,14988,92,378,4082,1714,78722,34906,95366,1900,,4.031842105
1225,31.8,24657,19343,206,1003,13744,2673,62326,22734,95367,1514,,3.979524439
1226,30.7,13826,9954,123,733,7000,1163,71730,24256,95368,3094,,4.037168714
1227,39.3,1011,698,3,4,396,213,49141,22083,95369,1329,,4.246802107
1228,47.5,28124,25446,316,471,3183,4190,49904,32064,95370,2673,,4.178451178
1229,36,2068,1922,0,0,206,205,72917,28479,95372,1862,,4.169172932
1230,37.3,1702,1187,35,0,717,361,45132,28328,95374,2541,,3.928571429
1231,33.9,51245,33334,2438,5054,22914,5006,68596,25562,95376,3503,,4.433628319
1232,33.9,32462,17257,2059,7078,10712,1841,96440,28911,95377,4447,,4.295817405
1233,45,3296,2874,3,18,316,679,52514,25735,95379,2340,,4.120299145
1234,32.8,41865,34033,940,1243,20564,9016,41302,19841,95380,3308,,4.213573156
1235,37.4,37138,29919,742,2938,9059,3920,66116,30112,95382,3126,,4.169065899
1236,54.6,3471,3366,0,0,75,418,47273,31924,95383,1076,,3.916821561
1237,39.2,396,361,0,0,91,9,40486,29828,95385,1239,,4.265536723
1238,33.1,10324,7305,158,232,4309,2231,52695,19383,95386,1692,,4.309101655
1239,15.7,520,463,0,0,494,305,21579,7742,95387,1920,,4.300520833
1240,28.4,13885,6247,287,611,9261,2754,42705,16405,95388,1116,,4.356630824
1241,36.7,1651,1326,36,113,245,280,39516,28172,95389,3433,,3.634139237
1242,34.4,14254,4858,1729,4569,2583,1046,117804,32979,95391,6457,,4.30385628
1243,35.7,39400,29482,764,1250,15300,5802,56932,26968,95401,4177,,4.294828825
1244,37.8,46294,32151,1280,2351,13481,4672,64236,32706,95403,3239,,4.193115159
1245,42.2,40699,30937,805,1679,8580,4772,69230,40643,95404,6763,,4.311695993
1246,45.5,21351,17311,341,979,3439,1461,75974,38947,95405,7367,,4.13730148
1247,32.1,41249,22243,1167,3165,21508,7171,54715,20763,95407,5331,,4.16244607
1248,51.3,26805,22458,239,993,3863,2106,67550,40173,95409,8932,,4.202530228
1249,46.8,890,765,2,67,66,150,39943,29723,95410,3847,,4.127112035
1250,33.8,452,284,2,0,89,57,67708,26785,95412,2494,,4.299117883
1251,34.1,1312,1182,0,0,773,365,32826,19143,95415,1341,,4.16442953
1252,52.6,237,200,0,5,1,0,71047,42751,95417,2230,,4.14058296
1253,48,684,527,0,67,39,96,68828,27237,95420,5500,,4.068818182
1254,55.2,1599,1377,11,58,191,251,56458,32931,95421,4628,,4.39855229
1255,40.3,15358,10857,835,14,3717,5740,25506,15698,95422,790,,3.902531646
1256,54.3,3645,3129,58,36,322,1136,29654,19165,95423,3644,,4.421514819
1257,40.9,10675,8334,116,284,3414,831,60283,30498,95425,2273,,4.160140783
1258,45.5,1726,1582,1,71,185,425,64821,24117,95426,420,,4.158333333
1259,33.6,2540,1453,15,0,475,706,30942,16212,95428,3014,,4.178002654
1260,60.4,58,50,0,0,0,0,51538,30324,95429,911,,4.186608123
1261,62.3,445,378,0,18,70,51,41316,26710,95432,2877,,4.120611748
1262,50.7,5965,5431,151,96,718,817,56768,35212,95436,2048,,4.05859375
1263,46,14578,12467,117,209,3569,3165,40924,25557,95437,5881,,4.003570821
1264,45.3,825,539,0,8,309,205,66667,32132,95439,1925,,3.91012987
1265,44.6,1909,1190,24,13,745,193,71250,31984,95441,3650,,4.155479452
1266,54.4,3080,2789,46,126,248,289,64818,50571,95442,6042,,4.031694803
1267,39.4,653,327,0,0,252,43,85288,30783,95444,1260,,4.08452381
1268,60.3,1792,1701,43,37,226,135,38050,31609,95445,1423,,4.290231904
1269,51,4529,3921,10,86,395,835,50843,35335,95446,3043,,4.209990141
1270,47.5,17481,13725,43,186,5118,1863,70480,46104,95448,7154,,4.016005032
1271,36.5,1679,1275,0,81,449,381,39931,24708,95449,1770,,4.224576271
1272,57.8,283,257,9,3,18,30,54464,44359,95450,4336,,4.375576568
1273,45.7,12230,9178,125,66,3144,2460,44915,24544,95451,1227,,4.196821516
1274,51.8,1409,1337,0,9,6,61,78365,51355,95452,10108,,4.197022161
1275,49.6,10362,8511,131,140,1725,1882,43477,25588,95453,1320,,4.180681818
1276,50.2,2029,1455,4,10,216,536,30984,22449,95454,2104,,4.0496673
1277,63.1,721,708,0,13,0,86,40625,33175,95456,4197,,4.116035263
1278,52.6,3076,2621,24,0,434,450,37326,22356,95457,970,,4.219587629
1279,35,3176,2362,31,165,714,925,26435,15108,95458,1448,,4.151588398
1280,39.2,682,505,0,1,205,138,44286,19576,95459,1571,,4.193189052
1281,61,2301,2075,0,101,85,153,51326,45607,95460,4895,,4.092951992
1282,51.3,2954,2451,87,197,429,381,48651,25996,95461,3385,,4.42127031
1283,52.9,1164,1039,34,0,53,276,41016,35490,95462,2777,,4.316888729
1284,47,2412,1685,103,143,251,791,35000,20778,95464,351,,3.555555556
1285,47.6,2140,2023,24,23,19,349,63325,52500,95465,6259,,4.346780636
1286,43.6,990,930,3,0,308,126,55905,26592,95466,1599,,4.394934334
1287,43.4,5618,5045,0,35,752,552,66411,29193,95467,854,,4.160421546
1288,46.1,1381,1044,9,20,453,239,46250,22852,95468,1724,,4.243329466
1289,40,1979,1842,9,4,180,496,49167,26106,95469,1770,,4.408757062
1290,39.7,6514,5143,69,20,1575,707,60844,24992,95470,1146,,4.156631763
1291,37.5,599,566,0,0,130,295,41394,22151,95471,3105,,4.186312399
1292,51,30260,27055,324,584,3037,2871,73050,42273,95472,4998,,4.296218487
1293,47.3,37534,30182,177,616,10881,4130,68894,45910,95476,10261,,3.993567878
1294,37.8,31941,25634,270,758,10174,6509,44163,25752,95482,2238,,3.943476318
1295,43.8,2607,2278,0,5,379,559,31875,19753,95485,1383,,4.133044107
1296,34.4,239,232,0,0,0,48,81250,53053,95488,3905,,4.104353393
1297,40.3,13054,11432,0,109,1810,2974,36139,20428,95490,2830,,4.218021201
1298,40.4,29515,21765,67,931,10115,1434,84178,34571,95492,3229,,3.981728089
1299,61.5,321,287,0,0,34,61,57188,26208,95493,1036,,3.974903475
1300,68.4,1092,1030,0,0,62,14,77759,53478,95497,1316,,4.146276596
1301,37,23284,18217,443,1093,2364,4501,39796,23239,95501,3821,,3.997906307
1302,40.2,25830,20920,234,1479,2601,4817,47332,25462,95503,2780,,4.244244604
1303,37,254,153,0,0,0,127,24276,21567,95514,984,,3.830792683
1304,37.1,19441,16764,159,283,1819,2779,51305,25698,95519,2683,,4.062430116
1305,26.7,20911,16762,467,463,3127,6538,34414,22998,95521,2111,,4.107058266
1306,46.2,1944,1785,0,33,247,379,69792,33899,95524,2858,,4.255248425
1307,40.4,1569,1341,0,12,32,300,48974,27210,95525,2482,,4.261684126
1308,57.9,197,193,0,1,7,70,21806,20214,95526,357,,3.953781513
1309,59.2,586,571,0,0,6,123,40078,23316,95527,1367,,4.125091441
1310,42.5,1191,1065,0,5,44,146,45625,22879,95528,1992,,4.100401606
1311,37.5,23500,18365,617,582,4478,4150,43841,20060,95531,2084,,4.077015355
1312,39.8,3140,2892,18,7,500,328,46756,26180,95536,1682,,3.961652794
1313,39.6,13418,11210,38,170,2334,2010,44943,21308,95540,1301,,3.662567256
1314,45.8,2008,1885,43,1,73,520,34219,22883,95542,1186,,3.758431703
1315,50.7,792,622,5,0,72,189,32500,21617,95543,1730,,4.239017341
1316,30.4,3260,357,23,35,81,1416,23654,15136,95546,1883,,4.17976633
1317,48,1158,1114,0,8,24,127,63750,31180,95547,1280,,3.708984375
1318,44.4,1288,862,20,0,108,402,31848,15746,95548,1685,,4.185163205
1319,43.6,942,930,1,4,43,46,61250,28229,95549,2540,,4.176968504
1320,47.5,1453,1066,0,19,144,410,35795,21162,95551,2479,,4.169019766
1321,51.5,635,544,0,0,31,194,26447,15172,95552,776,,4.299613402
1322,33,1274,1103,55,0,0,457,26926,23609,95553,739,,3.964817321
1323,45.1,336,305,0,24,32,9,55139,25977,95554,948,,3.835970464
1324,51.8,338,283,0,0,6,97,35250,28136,95555,1938,,3.988648091
1325,36.8,643,342,17,0,71,100,35938,16316,95556,1907,,4.238856843
1326,51.9,458,403,0,5,9,52,49063,34066,95558,1399,,3.870264475
1327,61,108,108,0,0,0,56,2499,20797,95559,1093,,3.779963403
1328,45.5,1351,1251,23,0,163,124,37093,20612,95560,1161,,3.75796727
1329,42.3,3437,3088,10,43,231,489,40750,20693,95562,1142,,3.831436077
1330,53.6,705,610,0,35,29,103,55060,30712,95563,214,,3.918224299
1331,33,402,323,4,0,11,129,41875,27519,95564,3534,,4.074561404
1332,28.9,934,842,0,3,64,86,42841,23818,95565,1288,,3.853649068
1333,38.7,2048,1636,0,90,668,478,44572,25170,95567,2519,,4.387058356
1334,54.2,340,267,22,0,29,17,41429,23108,95569,1174,,3.973594549
1335,52.2,2079,1849,18,40,120,235,51779,35159,95570,2172,,4.049263352
1336,27.7,228,228,0,0,0,26,32386,16425,95571,1178,,3.904499151
1337,41.1,1523,1169,24,0,209,561,32269,17009,95573,127,,3.385826772
1338,54.4,537,477,0,19,119,149,21765,14626,95585,994,,3.898390342
1339,57.2,966,879,3,1,86,276,53476,39378,95589,1035,,3.923188406
1340,41,156,100,0,16,0,16,45000,20372,95595,1053,,3.751187085
1341,50,18472,17297,154,179,2820,1962,66114,34288,95602,4729,,4.184605625
1342,48.4,28826,25941,116,826,3029,3102,60299,35364,95603,5145,,4.205150632
1343,63.5,104,104,0,0,0,11,133958,58236,95604,2252,,4.021758437
1344,31.7,14595,8911,900,1357,5719,3275,42266,19543,95605,8253,,4.191445535
1345,59.3,499,416,0,0,91,51,70038,44946,95607,5087,,4.240318459
1346,44.2,60199,47598,3814,2516,7072,8680,56891,36796,95608,5505,,4.31489555
1347,36.8,44711,37545,1930,1480,8886,6767,51271,25814,95610,4568,,4.31775394
