Zip Code,Zip Code,Review Count,Price,Average Rating
383,91346,540,,3.6287037037037035
384,91350,6700,,4.335746268656717
385,91351,5523,,4.324913996016658
386,91352,7555,,4.238186631369953
387,91353,866,,3.8250577367205545
388,91354,6044,,4.199040370615487
389,91355,6275,,4.215697211155378
390,91356,11755,,4.2688217779668225
391,91357,1983,,3.8923348461926373
392,91358,3113,,4.108898168968841
393,91359,4114,,4.138915896937287
394,91360,5530,,4.313471971066908
395,91361,11172,,4.078097028284998
396,91362,7159,,4.353890208129627
397,91363,142,,4.264084507042254
398,91364,7064,,4.2716591166477915
399,91365,8159,,4.030089471748989
400,91367,10216,,4.197826938136257
401,91371,7898,,4.21663712332236
402,91372,7822,,3.760547174635643
403,91376,3496,,3.7035183066361554
404,91377,5736,,4.234832635983263
405,91380,3445,,4.32656023222061
406,91381,8470,,4.35271546635183
407,91382,3267,,3.9759718396082033
408,91383,1202,,3.5910981697171382
409,91384,2659,,4.493606619029711
410,91385,2686,,3.297654504839911
411,91386,4147,,4.182903303592958
412,91387,5083,,4.366614204210112
413,91388,3529,,4.168319637291018
414,91390,3837,,4.355355746677091
415,91392,783,,4.150702426564496
416,91393,5564,,4.104241552839683
417,91394,5147,,4.090343889644453
418,91395,2701,,3.573121066271751
419,91396,2101,,4.247739171822942
420,91399,86,,4.47093023255814
421,91401,9562,,4.442742104162309
422,91402,6082,,4.472870766195331
423,91403,13168,,4.177095990279465
424,91404,1739,,4.0025876940770555
425,91405,6640,,4.421009036144579
426,91406,9504,,4.359164562289562
427,91407,1739,,4.0025876940770555
428,91408,1739,,4.0025876940770555
429,91409,4256,,4.124765037593985
430,91410,3492,,3.9116552119129437
431,91411,8515,,4.4204345273047565
432,91412,820,,3.352439024390244
433,91413,13312,,4.1215069110576925
434,91416,13540,,4.276218611521418
435,91423,12291,,4.2272394434952405
436,91426,3930,,3.7090330788804073
437,91436,9698,,4.280676428129511
438,91470,3492,,3.9116552119129437
439,91482,3492,,3.9116552119129437
440,91495,3492,,3.9116552119129437
441,91496,3492,,3.9116552119129437
442,91497,79,,3.892405063291139
443,91499,3492,,3.9116552119129437
444,91501,10835,,4.120350715274573
445,91502,11504,,4.115220792767733
446,91503,10474,,4.244462478518235
447,91504,10075,,4.210322580645161
448,91505,19450,,4.346426735218509
449,91506,18902,,4.343746693471591
450,91507,1120,,3.7517857142857145
451,91508,4451,,3.55841383958661
452,91510,3066,,3.7407045009784734
453,91521,494,,3.695344129554656
454,91522,2540,,3.96003937007874
455,91523,3688,,3.5801247288503255
456,91526,12725,,4.292573673870334
457,91601,11916,,4.294561933534744
458,91602,13554,,4.334329349269589
459,91603,6642,,3.609229147847034
460,91604,13068,,4.208065503520049
461,91605,11203,,4.335311970008034
462,91606,11693,,4.303771487214573
463,91607,7117,,4.220809329773781
464,91608,8242,,4.129519534093666
465,91609,1840,,3.893478260869565
466,91610,10009,,4.132131082026176
467,91611,930,,3.871505376344086
468,91612,930,,3.871505376344086
469,91614,12402,,4.204483147879374
470,91615,2356,,4.3900679117147705
471,91616,3861,,4.311836311836312
472,91617,5329,,4.057890786263839
473,91618,1434,,4.089609483960948
474,91701,7179,,4.398941356734921
475,91702,3778,,4.298438327157226
476,91706,4627,,4.432245515452777
477,91708,6289,,4.389648592781047
478,91709,5701,,4.311436590071917
479,91710,6997,,4.347434614834929
480,91711,10844,,4.0541774253043155
481,91714,2404,,3.69779534109817
482,91715,6870,,3.9022561863173215
483,91716,2404,,3.69779534109817
484,91722,8642,,4.33065262670678
485,91723,9508,,4.269615061001262
486,91724,6571,,4.385405569928474
487,91729,6667,,3.9802009899505024
488,91730,6824,,4.37507327080891
489,91731,9118,,4.041072603641149
490,91732,4175,,4.207904191616766
491,91733,9397,,4.12104927104395
492,91734,2505,,3.788423153692615
493,91735,3082,,4.1172939649578195
494,91737,6272,,4.254464285714286
495,91739,10080,,4.266914682539682
496,91740,3889,,4.357032656209823
497,91741,5574,,4.351004664513814
498,91743,1970,,4.203807106598985
499,91744,6991,,4.25497067658418
500,91745,6878,,4.166618202965979
501,91746,6024,,4.157951527224435
502,91747,2137,,3.7662611137108097
503,91748,9471,,4.082567838665399
504,91749,2641,,3.7480121166224913
505,91750,6321,,4.197753520012657
506,91752,4114,,4.2689596499756925
507,91754,15088,,4.092788971367974
508,91755,12009,,4.06640852693813
509,91756,6945,,3.9865370770338373
510,91758,1720,,3.546802325581395
511,91759,3294,,4.298573163327261
512,91761,2987,,4.121359223300971
513,91762,6698,,4.059570020901762
514,91763,7901,,4.048728009112771
515,91764,11397,,4.226770202684917
516,91765,5653,,4.425084026180789
517,91766,6871,,4.151360791733373
518,91767,10414,,4.099673516420204
519,91768,3924,,4.321355759429154
520,91769,4095,,4.064468864468864
521,91770,14837,,4.086473006672508
522,91771,3244,,3.4773427866831073
523,91772,3244,,3.4773427866831073
524,91773,4892,,4.155253475061325
525,91775,12631,,4.124059852743251
526,91776,14915,,4.0892390211196785
527,91778,15976,,4.063532799198798
528,91780,11559,,4.024180292412838
529,91784,5117,,4.348739495798319
530,91785,7541,,4.287229810369977
531,91786,7090,,4.236812411847673
532,91788,3195,,3.9389671361502345
533,91789,9966,,4.468994581577363
534,91790,7157,,4.228098365236831
535,91791,10221,,4.180217199882595
536,91792,7043,,4.350986795399687
537,91793,2719,,3.8745862449429938
538,91795,190,,4.094736842105263
539,91797,4095,,4.064468864468864
540,91798,89,,4.106741573033708
541,91799,64,,4.375
542,91801,14634,,4.078652453191198
543,91802,9998,,3.893628725745149
544,91803,16916,,4.120861905887916
545,91804,14634,,4.078652453191198
546,91841,47,,4.5212765957446805
547,91896,13434,,4.085492035134733
548,91899,13434,,4.085492035134733
549,91901,3046,,3.981122783978989
550,91902,6574,,4.295177973836325
551,91903,2473,,3.955721795390214
552,91905,942,,3.8519108280254777
553,91906,599,,3.8831385642737897
554,91908,1466,,4.072987721691678
555,91909,2853,,3.763932702418507
556,91910,8976,,4.447693850267379
557,91911,7910,,4.431921618204804
558,91912,8876,,4.403391167192429
559,91913,4865,,4.261562178828366
560,91914,3646,,3.767279210093253
561,91915,3718,,3.8534158149542765
562,91916,2085,,3.837170263788969
563,91917,1418,,4.513046544428773
564,91921,1008,,3.720734126984127
565,91931,1874,,3.867129135538954
566,91932,3846,,4.229849193967759
567,91933,766,,4.1377284595300265
568,91934,303,,4.422442244224422
569,91935,3278,,4.473154362416107
570,91941,10789,,4.396514968949856
571,91942,8345,,4.394787297783104
572,91943,1647,,4.536126290224651
573,91944,9191,,4.271896420411272
574,91945,7857,,4.379661448389971
575,91946,1761,,3.823963657013061
576,91947,1559,,4.504810776138551
577,91948,983,,3.6373346897253307
578,91950,6083,,4.37769192832484
579,91951,1366,,3.6332357247437774
580,91962,3485,,4.1799139167862265
581,91963,272,,4.139705882352941
582,91976,3907,,4.425646275915025
583,91977,6525,,4.454022988505747
584,91978,5169,,4.288353646740182
585,91979,745,,4.368456375838926
586,91980,207,,4.190821256038648
587,91987,104,,4.269230769230769
588,91990,143,,4.496503496503497
589,92003,1469,,4.103812117086453
590,92004,3368,,4.260243467933492
591,92007,8538,,4.144706020145233
592,92008,12464,,4.3282252888318355
593,92009,8086,,4.031535988127628
594,92010,10057,,4.290146166848961
595,92011,11668,,4.1475831333561874
596,92013,4395,,3.6984072810011375
597,92014,8151,,4.104281683229051
598,92018,11005,,4.00940481599273
599,92019,2935,,4.47206132879046
600,92020,3356,,4.400327771156138
601,92021,2799,,4.438906752411576
602,92022,2953,,4.0971892990179475
603,92023,8004,,4.069277861069465
604,92024,7100,,4.111971830985915
605,92025,7865,,4.3444373808010175
606,92026,10227,,4.240246406570842
607,92027,6114,,4.4569021916912
608,92028,3290,,4.23936170212766
609,92029,11707,,4.215896472196122
610,92030,1108,,4.03971119133574
611,92033,7256,,4.422822491730981
612,92036,5609,,4.096452130504546
613,92037,13943,,4.241268019794879
614,92038,15271,,4.145602776504486
615,92039,15838,,4.27456118196742
616,92040,2788,,4.352223816355811
617,92046,3525,,4.286382978723404
618,92049,12750,,4.4276470588235295
619,92051,8483,,4.4624543204055165
620,92052,8147,,4.322327237019762
621,92054,10839,,4.454331580404096
622,92055,11254,,4.445619335347432
623,92056,8845,,4.404183154324477
624,92057,9883,,4.451937670747749
625,92059,2474,,3.9650363783346805
626,92060,992,,3.799899193548387
627,92061,1740,,4.083620689655173
628,92064,3336,,4.269034772182255
629,92065,2627,,4.210125618576323
630,92066,3294,,4.209016393442623
631,92067,8222,,4.148139138895646
632,92068,772,,3.886658031088083
633,92069,11320,,4.150618374558304
634,92070,5031,,4.2251043530113295
635,92071,4485,,4.280044593088071
636,92072,2345,,3.7
637,92074,1193,,3.5838222967309306
638,92075,8786,,4.0952082859094014
639,92078,10779,,4.211244085722238
640,92079,6781,,4.018433859312785
641,92081,7028,,4.359988616960728
642,92082,1832,,3.8837336244541483
643,92083,8688,,4.292472375690608
644,92084,8616,,4.176590064995358
645,92085,3221,,4.005743557901273
646,92086,3883,,4.2583054339428275
647,92088,1585,,4.039432176656152
648,92090,577,,4.232235701906412
649,92091,4893,,4.166666666666667
650,92092,623,,3.706260032102729
651,92093,6021,,4.2124231855173555
652,92096,3895,,3.8410783055198974
653,92101,28255,,4.1258184392142985
654,92102,16916,,4.27009931425869
655,92103,28732,,4.130690519281637
656,92104,19638,,4.235181790406355
657,92105,12010,,4.372231473771857
658,92106,28940,,4.294747753973739
659,92107,19581,,4.123793473264899
660,92108,20882,,4.165429556555885
661,92109,13612,,4.378746694093447
662,92110,33720,,4.25158659549229
663,92111,18031,,4.18163163440741
664,92112,7157,,4.083973732010619
665,92113,13196,,4.316042740224311
666,92114,8258,,4.409723904093001
667,92115,6201,,4.416061925495888
668,92116,16865,,4.259205455084494
669,92117,16810,,4.232034503271862
670,92118,15522,,4.070255121762659
671,92119,6616,,4.362605804111245
672,92120,8172,,4.302618697993148
673,92121,9359,,4.307618335292232
674,92122,8529,,4.2136241059913235
675,92123,17362,,4.178867641976731
676,92124,6237,,4.179172679172679
677,92126,9143,,4.137044733676036
678,92127,5932,,4.039699932569117
679,92128,7187,,4.107416168081258
680,92129,3876,,4.147058823529412
681,92130,6430,,4.143312597200622
682,92131,7137,,4.283032086310775
683,92132,22870,,4.080257979886314
684,92133,2,,3.0
685,92134,12283,,4.067776601807376
686,92135,27311,,4.098366958368423
687,92136,4415,,4.439977349943375
688,92137,15095,,3.71659489897317
689,92138,15095,,3.71659489897317
690,92139,7564,,4.255750925436277
691,92140,31240,,4.277768886043534
692,92142,1766,,3.9753680634201585
693,92143,1284,,3.9937694704049846
694,92145,10198,,4.172533830162777
695,92147,13884,,4.019446845289542
696,92149,1232,,4.3745941558441555
697,92150,5323,,3.788371219237272
698,92152,19835,,4.111822535921351
699,92153,1828,,4.115973741794311
700,92154,2757,,4.483496554225607
701,92155,7160,,3.9764664804469274
702,92158,404,,4.251237623762377
703,92159,3758,,3.9344065992549226
704,92160,4890,,4.0137014314928425
705,92161,6928,,4.178695150115473
706,92162,575,,3.762608695652174
707,92163,11667,,4.138467472357933
708,92164,13771,,4.137644325030862
709,92165,1181,,4.10965283657917
710,92166,6326,,4.085599114764464
711,92167,5399,,4.158825708464531
712,92168,1293,,3.694895591647332
713,92169,6144,,4.078531901041667
714,92170,656,,3.1196646341463414
715,92171,5763,,3.6310949158424433
716,92172,3036,,3.5153162055335967
717,92173,2522,,4.505154639175258
718,92174,460,,3.416304347826087
719,92175,3265,,4.137212863705972
720,92176,8170,,4.11297429620563
721,92177,774,,4.387596899224806
722,92178,8027,,3.9227606826959014
723,92179,1496,,4.308489304812834
724,92182,5520,,4.315489130434782
726,92186,15095,,3.71659489897317
727,92187,16293,,3.9781501258209047
728,92190,4890,,4.0137014314928425
729,92191,1519,,4.2366688610928245
730,92192,2247,,3.762572318647085
731,92193,2334,,4.296058269065981
732,92194,3,,3.6666666666666665
733,92195,3265,,4.137212863705972
734,92196,9602,,3.8885648823161842
735,92197,2977,,3.57473967080954
736,92198,3278,,3.770439292251373
737,92199,3017,,3.5737487570434205
738,92201,4526,,4.455700397702166
739,92202,2936,,4.370742506811989
740,92203,4197,,4.599356683345246
741,92210,6505,,4.373712528823981
742,92211,7128,,4.382225028058361
743,92220,3473,,4.136625395911316
744,92222,1925,,3.994285714285714
745,92223,3159,,4.089585311807534
746,92225,2094,,4.209407831900669
747,92226,1843,,4.032826912642431
748,92227,827,,4.222490931076179
749,92230,2627,,3.577655119908641
750,92231,744,,4.27755376344086
751,92232,198,,3.835858585858586
752,92233,826,,4.2524213075060535
753,92234,6786,,4.433834364868847
754,92235,1682,,4.054399524375743
755,92236,2673,,4.712121212121212
756,92239,3967,,4.497479203428283
757,92240,1906,,4.008656873032529
758,92241,11040,,4.470380434782609
759,92242,882,,4.107142857142857
760,92243,1338,,3.9966367713004485
761,92244,458,,3.3799126637554586
762,92247,2154,,3.9642525533890436
763,92248,2710,,3.9219557195571957
764,92249,604,,4.280629139072848
765,92250,789,,4.29404309252218
766,92251,1190,,4.256302521008403
767,92252,5401,,4.175800777633771
768,92253,7548,,4.324258081611023
769,92254,3969,,4.463466868228773
770,92255,6126,,4.15556643813255
771,92256,1151,,4.069070373588184
772,92257,1701,,4.182833627278072
773,92258,1218,,4.004105090311987
774,92259,1157,,4.291270527225583
775,92260,7984,,4.273359218436874
776,92261,1531,,4.002286087524494
777,92262,17029,,4.194961536202948
778,92263,6314,,4.061688311688312
779,92264,12494,,4.258043861053306
780,92266,2452,,4.248572593800978
781,92267,657,,4.070776255707763
782,92268,3255,,4.3423963133640555
783,92270,7059,,4.40345658025216
784,92273,1199,,4.214345287739783
785,92274,3509,,4.625819321744086
786,92275,684,,4.187865497076023
787,92276,7961,,4.4544027132269814
788,92277,5115,,4.374975562072336
789,92278,102,,3.2941176470588234
790,92280,2496,,4.0889423076923075
791,92281,679,,3.9830633284241532
792,92282,11615,,4.256995264743866
793,92283,2488,,4.215032154340836
794,92284,3291,,4.288969917958068
795,92285,9641,,4.24188362203091
796,92286,1575,,3.7933333333333334
797,92292,6,,4.166666666666667
798,92301,2070,,4.5256038647342995
799,92304,3743,,4.129174458990115
800,92305,10913,,4.148813341885824
801,92307,5306,,4.3711835657745945
802,92308,5132,,4.256040530007795
803,92309,5194,,3.718906430496727
804,92310,208,,2.5096153846153846
805,92311,3620,,3.9977900552486187
806,92312,509,,3.74852652259332
807,92313,2269,,4.210665491405906
808,92314,4775,,3.9098429319371726
809,92315,12119,,4.117295156366037
810,92316,2117,,4.309636277751535
811,92317,4065,,3.8018450184501846
812,92318,1893,,3.7810353935552032
813,92320,1739,,4.328924669350202
